1628006966.936644,right,0.15
1628006967.456251,stop,0.15
1628006969.111947,right,0.15
1628006970.784042,stop,0.15
1628006972.33583,right,0.15
1628006972.472184,stop,0.15
1628006972.918576,forward,0.15
1628006978.248251,stop,0.15
1628006978.831644,right,0.15
1628006979.703564,stop,0.15
1628006980.280369,right,0.15
1628006980.552332,stop,0.15
1628006981.391612,stop,0.15
1628006982.535055,right,0.15
1628006982.702515,stop,0.15
1628006984.223091,left,0.15
1628006984.318951,stop,0.15
1628006985.879341,forward,0.15
1628006989.87864,stop,0.15
1628006990.607253,right,0.15
1628006990.711066,stop,0.15
1628006991.503866,forward,0.15
1628006995.549877,stop,0.15
1628006996.335374,left,0.15
1628006996.615475,stop,0.15
1628006997.670689,left,0.15
1628006997.861529,stop,0.15
1628006999.310639,forward,0.15
1628007000.413861,stop,0.15
1628007001.366998,forward,0.15
1628007002.44065,stop,0.15
1628007004.471443,right,0.15
1628007004.70219,stop,0.15
1628007004.910269,forward,0.15
1628007005.662117,stop,0.15
1628007005.74202,right,0.15
1628007005.990726,stop,0.15
1628007006.286416,forward,0.15
1628007007.120006,stop,0.15
1628007007.181515,right,0.15
1628007007.294544,stop,0.15
1628007008.255199,forward,0.15
1628007008.518471,stop,0.15
1628007008.590059,right,0.15
1628007008.701458,stop,0.15
1628007008.942516,forward,0.15
1628007010.237391,stop,0.15
1628007010.341495,right,0.15
1628007010.446195,stop,0.15
1628007011.525435,forward,0.15
1628007013.567844,stop,0.15
1628007014.646057,right,0.15
1628007014.720764,stop,0.15
1628007015.436099,forward,0.15
1628007018.335922,stop,0.15
1628007036.685195,forward,0.15
1628007037.598644,stop,0.15
1628007038.437826,forward,0.15
1628007039.214641,stop,0.15
1628007039.389359,right,0.15
1628007039.724093,stop,0.15
1628007040.275976,forward,0.15
1628007041.141519,stop,0.15
1628007041.910434,right,0.15
1628007042.437328,stop,0.15
1628007043.782307,forward,0.15
1628007044.428917,stop,0.15
1628007045.21304,right,0.15
1628007046.028492,stop,0.15
1628007048.707903,left,0.15
1628007048.876706,stop,0.15
1628007049.933414,forward,0.15
1628007052.636653,stop,0.15
1628007053.444645,right,0.15
1628007053.859579,stop,0.15
1628007055.052584,forward,0.15
1628007055.268642,stop,0.15
1628007055.452462,right,0.15
1628007055.980577,stop,0.15
1628007057.244207,forward,0.15
1628007057.672448,stop,0.15
1628007057.813363,right,0.15
1628007058.285152,stop,0.15
1628007060.143478,forward,0.15
1628007061.866975,stop,0.15
1628007063.516143,right,0.15
1628007064.379895,stop,0.15
1628007065.140011,right,0.15
1628007065.467231,stop,0.15
1628007066.64395,forward,0.15
1628007069.267487,stop,0.15
1628007070.41864,left,0.15
1628007070.811514,stop,0.15
1628007072.211882,reverse,0.15
1628007075.139304,stop,0.15
1628007075.875577,reverse,0.15
1628007076.037217,stop,0.15
1628007077.139795,left,0.15
1628007077.477857,stop,0.15
1628007078.259262,left,0.15
1628007078.570415,stop,0.15
1628007079.467276,left,0.15
1628007079.659079,stop,0.15
1628007081.515584,forward,0.15
1628007082.811068,stop,0.15
1628007083.444635,right,0.15
1628007084.564287,stop,0.15
1628007085.138156,right,0.15
1628007086.138747,stop,0.15
1628007087.115126,left,0.15
1628007087.339019,stop,0.15
1628007088.755437,forward,0.15
1628007091.262483,stop,0.15
1628007091.936527,left,0.15
1628007092.444012,stop,0.15
1628007093.361818,left,0.15
1628007093.762663,stop,0.15
1628007095.122658,forward,0.15
1628007095.754631,stop,0.15
1628007096.849648,left,0.15
1628007097.418412,stop,0.15
1628007098.394697,left,0.15
1628007098.753693,stop,0.15
1628007099.914702,forward,0.15
1628007100.985578,stop,0.15
1628007102.049454,right,0.15
1628007102.226691,stop,0.15
1628007103.273791,right,0.15
1628007103.450977,stop,0.15
1628007105.099231,forward,0.15
1628007106.418362,stop,0.15
1628007106.906568,left,0.15
1628007107.249742,stop,0.15
1628007109.002445,forward,0.15
1628007113.041312,stop,0.15
1628007114.121885,forward,0.15
1628007117.3844,stop,0.15
1628007118.19376,left,0.15
1628007118.481329,stop,0.15
1628007119.314105,forward,0.15
1628007120.441417,stop,0.15
1628007120.673522,left,0.15
1628007121.256858,stop,0.15
1628007122.353561,left,0.15
1628007122.782039,stop,0.15
1628007123.857194,forward,0.15
1628007126.904327,stop,0.15
1628007127.88076,right,0.15
1628007129.08857,stop,0.15
1628007129.657374,forward,0.15
1628007132.48908,stop,0.15
1628007132.969279,right,0.15
1628007133.393335,stop,0.15
1628007134.465678,forward,0.15
1628007138.45633,stop,0.15
1628007139.225754,left,0.15
1628007139.416989,stop,0.15
