,ts,x,y,rssi_3,rssi_4,rssi_5,rssi_8,rssi_10,rssi_11
96,1.6280015921229998e+18,-0.986932731605915,5.142869167585852,-64.59958460953005,-57.965941430855395,-57.005959181846634,-67.87509073555943,-63.942562092402284,-61.81938068724722
97,1.628001592456333e+18,-0.986932731605915,5.142869167585852,,-59.68521082957744,-58.003422301696624,-65.0,-64.47128104620114,-59.74457620067879
98,1.6280015927896666e+18,-0.9881870879691668,5.143411798757442,-64.55489532554688,-55.0,-57.231799308995875,-69.50487679673388,-63.47128104620114,-60.744576200678786
99,1.6280015931229998e+18,-0.988557205895029,5.143634878085985,-65.25988149974948,-52.11739354843759,-57.245951332274956,-65.0,-60.361944479129065,-61.18033648678395
100,1.628001593456333e+18,-0.988557205895029,5.143634878085985,-66.0,-60.79791593749726,-55.67834375675553,-70.77271720661392,,
101,1.6280015937896666e+18,-0.9897005941564314,5.148406000168807,-66.9649253244181,-62.744576200678786,-56.037072019552866,-68.0,-60.026176371748015,-56.92449996433946
102,1.6280015941229998e+18,-0.9678754884548372,5.074585392229355,-65.0,-50.94200867351528,-56.49533053638751,-70.68427091407203,-63.0,-59.74457620067879
103,1.628001594456333e+18,-0.9678754884548372,5.074585392229355,-66.8193686566678,-73.0,-56.22020246011415,-66.0,,
104,1.6280015947896666e+18,-0.9391374099420987,4.963791346173026,-65.0,-49.9994046506402,-56.37137961520602,-69.94835774811348,-63.88587392869641,-60.29446374804034
105,1.6280015951229998e+18,-0.9085292853533454,4.846271542449516,-67.08412542943877,-49.97593900912253,-53.24595133227496,-68.0,-52.0,-59.59637310505756
106,1.628001595456333e+18,-0.9085292853533454,4.846271542449516,-77.0,-50.96708621881339,-54.59637310505756,-65.82805937992079,,
107,1.6280015957896666e+18,-0.875471043398154,4.725259967867092,-64.00342245631165,-54.95596681443936,-57.03707201955286,-84.0,-61.0,-62.408675887796434
108,1.6280015961229998e+18,-0.8380432783385254,4.602785430044765,-72.0,-55.98298391329042,-50.24595133227496,-66.58431909085297,-53.0,-63.22020246011414
109,1.628001596456333e+18,-0.8380432783385254,4.602785430044765,-64.58431909085297,-57.55489532554687,-50.24595133227496,-76.0,,
110,1.6280015967896666e+18,-0.7997743076105419,4.489330480641583,-68.0,-62.220202460114145,-52.37137961520602,-68.57097796191239,-59.47128104620114,-60.45763415141357
111,1.6280015971229998e+18,-0.747121565863766,4.3489770059885435,-66.30542416645643,-55.220202460114145,-48.0,-70.74457620067878,-54.81698947597886,-59.840757063844485
112,1.628001597456333e+18,-0.747121565863766,4.3489770059885435,-72.0,,-48.88587392869641,-64.67834375675554,,
113,1.6280015977896666e+18,-0.6957179741880398,4.21288978571511,-78.0,-56.49533053638751,-48.97252667057757,-70.0,-58.816989475978865,-66.18592955450738
114,1.6280015981229998e+18,-0.6805327889414937,4.187403480806704,-68.24595133227496,-58.67834375675553,-51.42321598049088,-68.30843835705681,-55.47128104620114,-64.25675357740731
115,1.628001598456333e+18,-0.6805327889414937,4.187403480806704,-66.09620285561549,-56.67834375675554,-49.84945207960873,,,
116,1.6280015987896666e+18,-0.6663229481471549,4.159427216911119,-67.88587392869641,-53.54959777461563,-51.0,-70.88587392869641,-56.816989475978865,-63.816989475978865
117,1.6280015991229998e+18,-0.6653566394064448,4.14886469994956,-71.0,-50.98298391329042,-56.816989475978865,-69.0,-54.0,-59.227030937925285
118,1.628001599456333e+18,-0.6653566394064448,4.14886469994956,-64.95596681443936,-55.95596681443936,-53.22020246011414,-74.88587392869641,,
119,1.6280015997896666e+18,-0.664592324751437,4.140842710489215,-65.73644122877971,-49.92449996433946,-53.55489532554688,-66.0,-59.0,-58.495330536387506
120,1.6280016001229998e+18,-0.664521012173577,4.1323897757102035,-65.04407045821492,-52.94200867351528,-56.816989475978865,-65.98528966022042,-56.0,-56.689169114508545
121,1.628001600456333e+18,-0.664521012173577,4.1323897757102035,-64.48194240977342,-53.84075706384448,-54.55489532554687,-66.55489532554688,,
122,1.6280016007896666e+18,-0.6720010513710968,4.134797677251851,-71.0,-54.840757063844485,-57.55489532554687,-75.0,-57.0,-55.84075706384448
123,1.6280016011229998e+18,-0.6720010513710968,4.134797677251851,-74.0,-56.67834375675554,-55.03707201955286,-68.0,-55.0,-56.293020690455606
124,1.628001601456333e+18,-0.6798610884444968,4.133010844352395,-72.0,-51.74457620067879,-58.03707201955285,-74.0,,
125,1.6280016017896666e+18,-0.6863764957382262,4.129688232986914,-65.04407045821492,-53.95596681443935,-52.0,-67.48304604390742,-55.24595133227496,-56.967086218813385
126,1.6280016021229998e+18,-0.6863764957382262,4.129688232986914,-65.11255084254887,-53.67834375675553,-54.245951332274956,-69.0,-55.0,-56.92223839147772
127,1.628001602456333e+18,-0.6929265503947736,4.12774381971552,-75.0,-54.59637310505756,-54.245951332274956,-69.47128104620114,-55.0,
128,1.6280016027896666e+18,-0.706054879594433,4.108893857298066,-65.11255084254887,-52.744576200678786,-53.88587392869641,-67.0,-55.0,-56.955966814439364
129,1.6280016031229998e+18,-0.706054879594433,4.108893857298066,-75.0,-53.59637310505755,-54.59637310505756,-68.0,-54.0,-56.955966814439364
130,1.628001603456333e+18,-0.751048240844193,4.013232489211147,-65.11255084254887,-53.59637310505755,-62.47128104620114,-68.6404683399582,,
131,1.6280016037896666e+18,-0.7967078573375821,3.9107470146589836,-76.0,-52.67834375675554,-62.47128104620114,-68.0,-55.0,-56.955966814439364
132,1.6280016041229998e+18,-0.7967078573375821,3.9107470146589836,-61.68958437300582,-51.74457620067879,-56.0,-67.47128104620114,-64.0,-59.29993703822888
133,1.628001604456333e+18,-0.8455080314027691,3.793831404484571,-77.0,-51.08210209107896,-59.37137961520602,-64.0,,
134,1.6280016047896666e+18,-0.8921770024692003,3.6691001755762005,-68.57007447761686,-60.0,-61.88587392869641,-70.08412542943876,-57.495330536387506,-58.0
135,1.6280016051229998e+18,-0.8921770024692003,3.6691001755762005,-65.0,-51.004835951711236,-62.03707201955286,-62.0,-69.0,-63.816989475978865
136,1.628001605456333e+18,-0.9018612544937347,3.6164780588927914,-62.71165930878365,-52.924499964339454,-61.245951332274956,-65.00342245631165,,
137,1.6280016057896666e+18,-0.9065108254715332,3.5959090107630947,-74.0,-54.988588034998365,-62.0,-69.0,-80.0,-64.20829940948911
138,1.6280016061229998e+18,-0.9065108254715332,3.5959090107630947,-70.42971350721564,-52.875090735559425,-63.24595133227496,-62.0,-76.0,-67.03707201955285
139,1.628001606456333e+18,-0.9104625202549574,3.5786164679165786,,,,-66.48304604390742,,
140,1.6280016067896666e+18,-0.915970464961408,3.5739877303394314,-81.0,-53.875090735559425,-64.55489532554688,-64.0,-72.03707201955285,-60.19254190492207
141,1.6280016071229998e+18,-0.915970464961408,3.5739877303394314,-65.57007447761686,-50.99036344627112,-64.55489532554688,-62.155391906864665,-70.0,-56.49533053638751
142,1.628001607456333e+18,-0.9086843733663397,3.611100993686974,-66.0,-51.87509073555943,-62.81698947597886,-59.79591482999944,-79.0,-55.495330536387506
143,1.6280016077896666e+18,-0.929484976042122,3.6330549328615716,-64.47128104620114,-49.95596681443936,-62.182824575809775,-60.0,-76.24595133227496,-57.69115878435013
144,1.6280016081229998e+18,-0.929484976042122,3.6330549328615716,-71.0,-49.92449996433946,-62.88587392869641,-64.03707201955287,-77.0,-61.973667472366685
145,1.628001608456333e+18,-1.0599639065254225,3.6702315835547346,-64.22020246011415,-49.74457620067879,-61.55489532554688,-64.22020246011415,,
146,1.6280016087896666e+18,-1.0599639065254225,3.6702315835547346,-64.92358370267848,-48.875090735559425,-62.88587392869641,-64.49533053638751,-80.0,-63.47128104620114
147,1.6280016091229998e+18,-1.2035280505756791,3.700662881102641,-71.46490104539005,-50.24550325186616,-62.245951332274956,-65.55489532554688,-75.03707201955285,-64.24060728445933
148,1.628001609456333e+18,-1.2529993808200754,3.7218352363282694,-65.22020246011414,-52.67834375675554,-62.88587392869641,-68.24595133227496,,-64.24595133227496
149,1.6280016097896666e+18,-1.2529993808200754,3.7218352363282694,-64.86459584399115,-47.875090735559425,-58.86780335998617,-61.98454091181439,-72.0,-64.22020246011415
150,1.6280016101229998e+18,-1.2709518750154956,3.7314108421733487,-68.25509021561422,-48.84075706384448,-57.220202460114145,-63.0,-73.0,-63.3976767400009
151,1.628001610456333e+18,-1.1733188508937222,3.724156965839616,-67.83931857139004,-45.924499964339454,-60.88587392869641,,,
152,1.6280016107896666e+18,-1.1733188508937222,3.724156965839616,-66.0,-49.74457620067879,-57.245951332274956,-59.95245080212393,-72.0,-63.47128104620114
153,1.6280016111229998e+18,-1.0595023413134472,3.716521209238343,-87.0,-49.840757063844485,-58.55489532554688,-64.0,,-63.09221966779664
154,1.628001611456333e+18,-0.934363455746351,3.7032694298691418,-64.0,-50.744576200678786,-59.0,,-75.0,
155,1.6280016117896666e+18,-0.934363455746351,3.7032694298691418,-68.22571080319985,-49.797915937497265,-62.245951332274956,-63.84136636873859,,-68.24595133227496
156,1.6280016121229998e+18,-0.8850220908703045,3.6947472290444137,-71.72927436844144,-46.37304937958581,-63.816989475978865,-64.94256209240228,-69.59397865059346,-64.10533244359114
157,1.628001612456333e+18,-0.8651064020171264,3.6910818971284596,-67.0,-51.596373105057566,-69.0,,,
158,1.6280016127896666e+18,-0.8651064020171264,3.6910818971284596,-71.508353065754,-50.67834375675553,-63.026176371748015,-63.964925324418104,-75.97366747236669,-64.86423794540882
159,1.6280016131229998e+18,-0.8540229018359808,3.6876383576496723,-75.38161710346992,-48.744576200678786,-63.79791593749726,,-74.81936865666779,
160,1.628001613456333e+18,-0.8384439507070505,3.679085684818323,-72.0,-50.744576200678786,-63.03707201955285,,,
161,1.6280016137896666e+18,-0.8384439507070505,3.679085684818323,-73.00342245631165,-48.59637310505755,-58.744576200678786,,-70.16241031110505,
162,1.6280016141229998e+18,-0.8271869959691507,3.665427670692676,-71.0,-49.37818792907599,-57.797915937497265,-67.0,-68.24595133227496,-66.84266066140717
163,1.6280016147896666e+18,-0.8080273571581615,3.6415986628782995,-73.00342245631165,-49.49533053638751,-57.797915937497265,-68.17667146632202,-72.0,-67.0
164,1.6280016151229998e+18,-0.7914961684114926,3.620831788148712,-70.0,-61.0,-59.37137961520602,-70.0,-69.36194447912908,-66.0
165,1.628001615456333e+18,-0.7774769227377438,3.60050718500458,-76.44216511606398,-62.59822698081954,-59.37137961520602,-64.43025578968134,,
166,1.6280016157896666e+18,-0.7774769227377438,3.60050718500458,-72.0,-60.0,-58.67834375675553,-63.0,-68.78975051398773,-66.17321173286463
167,1.6280016161229998e+18,-0.7667815873577174,3.5855442873735055,-71.0,-64.36194447912908,-59.37137961520602,-65.24595133227496,-69.68396554736265,-64.55489532554688
168,1.628001616456333e+18,-0.7618687646287919,3.572078367694297,-75.15539190686466,-61.0,-58.495330536387506,-64.0,,
169,1.6280016167896666e+18,-0.7618687646287919,3.572078367694297,-75.00342245631165,-61.816989475978865,-58.59637310505755,-65.75575955874767,-72.0,-65.67363205192287
170,1.6280016171229998e+18,-0.7682924594189242,3.5219364808479288,-71.17667146632202,-60.7172323784761,-57.495330536387506,-65.44076925424329,-70.0,-63.37137961520601
171,1.628001617456333e+18,-0.7682924594189242,3.5219364808479288,-68.0,-60.55489532554688,-59.43291288420579,-65.0,-70.22763095213668,-64.55489532554688
172,1.6280016177896666e+18,-0.7926780019460349,3.4136725483923005,-72.44076925424329,-60.0,-58.22020246011414,-66.92358370267847,-68.97252667057758,-63.03707201955285
173,1.6280016181229998e+18,-0.8107209440817703,3.288992554151492,-71.52724374661271,-60.55489532554688,-66.0,-64.0,-74.33493988674041,-62.81113498662095
174,1.628001618456333e+18,-0.8107209440817703,3.288992554151492,-76.0,-55.24595133227496,-58.67834375675553,-69.67834375675554,,
175,1.6280016187896666e+18,-0.8186273276935017,3.2298130868279396,-72.0,-58.7026461366988,-58.24595133227496,-68.4953305363875,-67.36194447912906,-62.88587392869641
176,1.6280016191229998e+18,-0.8206057258147919,3.2128607332299577,-65.24595133227496,-57.840757063844485,-61.816989475978865,-60.00483595171124,-72.07887843297404,-57.59637310505756
177,1.628001619456333e+18,-0.8206057258147919,3.2128607332299577,-67.24595133227496,-59.220202460114145,-60.67834375675553,-70.97593900912253,,-60.24595133227496
178,1.6280016197896666e+18,-0.8456708448108358,3.1133916741731147,-68.24595133227496,-57.0,-63.98298391329042,-63.22020246011414,-69.0,-61.47128104620114
179,1.6280016201229998e+18,-0.8645335203705589,3.0390840164117052,-68.0,-66.03707201955287,-64.36833741487871,-58.90255770152024,-73.97252667057758,-56.63587557924765
180,1.628001620456333e+18,-0.8645335203705589,3.0390840164117052,-63.410163186467116,,,,-80.0,-59.0
181,1.6280016207896666e+18,-0.8692057983124767,3.0198647976229727,-63.0,-62.4924990875507,-62.03707201955286,-65.17181821853896,-68.1233999126159,-55.495330536387506
182,1.6280016211229998e+18,-0.8706869934511348,3.0073080101827867,-58.75575955874767,-60.03707201955286,-63.24595133227496,-71.12410727762816,-66.90753080753845,-54.840757063844485
183,1.628001621456333e+18,-0.8706869934511348,3.0073080101827867,-58.226450337997385,-62.0,-58.88587392869641,,,-56.596373105057566
184,1.6280016217896666e+18,-0.8933822990050092,2.913585190586968,-61.0,-62.88587392869641,-62.0,-65.58431909085297,-69.0,-60.55489532554688
185,1.6280016221229998e+18,-0.9166738861227038,2.8137430672892,-62.0,-64.37137961520602,-59.59637310505756,-71.0,,-59.03707201955286
186,1.628001622456333e+18,-0.9166738861227038,2.8137430672892,,-60.24595133227496,-57.220202460114145,,,-54.840757063844485
187,1.6280016227896666e+18,-0.9187044076891656,2.8086018665378614,-63.87714014732246,-62.67834375675554,-57.220202460114145,-66.84512590496779,,-60.03707201955286
188,1.6280016231229998e+18,-0.9187044076891656,2.8086018665378614,-63.0,-59.55489532554687,-61.55489532554688,-66.08210209107897,-64.0,-56.37137961520602
189,1.628001623456333e+18,-0.9271602455906853,2.8014630688443636,-58.59822698081953,-55.47128104620114,-60.55489532554688,,,-57.59637310505756
190,1.6280016237896666e+18,-0.9840406066849811,2.771630650502392,-62.0,-60.03707201955286,-59.59637310505756,-64.98528966022042,-63.942562092402284,-55.97593900912252
191,1.6280016241229998e+18,-0.9840406066849811,2.771630650502392,-57.347921089903586,-67.0,-59.47128104620114,-67.84167225941819,-66.47128104620114,-57.62157091625121
192,1.628001624456333e+18,-1.089507001926466,2.7114342824156306,-60.0,-54.74457620067879,-60.0,,,
193,1.6280016247896666e+18,-1.1499984620927184,2.6739367451954856,-55.46490104539004,-48.78062287436982,-62.88587392869641,-76.0,-62.52724374661271,-58.0
194,1.6280016251229998e+18,-1.1499984620927184,2.6739367451954856,-62.575425239949254,-48.00164327581187,-63.47128104620114,-66.02467948506364,-64.49580232134623,-57.580049992057354
195,1.628001625456333e+18,-1.173755701960657,2.6619493722868257,-72.0,-48.0,-58.84075706384448,,,
196,1.6280016257896666e+18,-1.1305593844420296,2.695339175339825,-64.0,-51.0,-59.88587392869641,-66.48304604390742,-64.8193686566678,-62.59637310505756
197,1.6280016261229998e+18,-1.1305593844420296,2.695339175339825,-73.0,-47.0,-58.8280593799208,-64.23195669259152,-63.76513310986036,-60.55489532554688
198,1.628001626456333e+18,-1.042840803402391,2.7601168712979085,-64.19387168378337,-49.0,-70.0,,,
199,1.6280016267896666e+18,-1.029612462408784,2.771628034977311,-58.625686333815395,-47.0,-60.495330536387506,-63.0,-63.0,-57.78668768018987
200,1.6280016271229998e+18,-1.029612462408784,2.771628034977311,-57.12339991261588,-56.0,-63.0,-68.56338671237572,-67.2470936556241,-58.67834375675553
201,1.628001627456333e+18,-1.029612462408784,2.771628034977311,-60.0,-45.0,-63.0,,,-56.596373105057566
202,1.6280016277896666e+18,-1.0366712009344308,2.7590667005376828,-66.0,-46.0,-59.280013442826856,-68.43025578968133,-65.22645033799739,-58.744576200678786
203,1.6280016281229998e+18,-1.0366712009344308,2.7590667005376828,-58.37137961520601,-45.0,-61.0,-66.72679135931693,-66.03707201955287,-56.797915937497265
204,1.628001628456333e+18,-1.070994950093796,2.668804236956595,-58.33493988674042,-47.0,-59.47128104620114,,,-58.67834375675553
205,1.6280016287896666e+18,-1.1094462018473012,2.5602158926490306,-62.0,-42.0,-58.15539190686466,-69.47128104620114,-64.0,-55.90255770152024
206,1.6280016291229998e+18,-1.1094462018473012,2.5602158926490306,-58.33283196077609,-48.0,-60.55489532554688,,-62.35551268956553,-55.84075706384448
207,1.628001629456333e+18,-1.1151884902753115,2.519229691091444,-62.220202460114145,-48.0,-57.72405282728231,,,-56.004835951711236
208,1.6280016297896666e+18,-1.1108237604126054,2.5017311442398986,-60.220202460114145,-46.0,-63.0,,-61.0,-56.797915937497265
209,1.6280016301229998e+18,-1.1108237604126054,2.5017311442398986,-63.0,-52.0,-64.03707201955287,-56.259228483707616,-71.47128104620114,-60.220202460114145
210,1.628001630456333e+18,-1.102301792878891,2.4825858042272926,-60.24595133227496,,-57.03707201955286,,,-61.596373105057566
211,1.6280016307896666e+18,-1.0904540782783307,2.400487467149471,-61.30599601503241,-54.67834375675554,-61.37137961520602,-62.97792760081393,-64.13594507829853,-63.67834375675553
212,1.6280016311229998e+18,-1.0904540782783307,2.400487467149471,-64.44919415652406,-56.22020246011415,-59.88669256972092,-55.82805937992079,-66.82961819777886,-60.630450129375205
213,1.628001631456333e+18,-1.0734754803169415,2.3473800248037855,-77.0,-53.495330536387506,-64.03707201955287,,-65.14555418194013,
214,1.6280016317896666e+18,-1.0734754803169415,2.3473800248037855,-74.0,-52.09512364755306,-62.88587392869641,-57.00325014477982,-64.0,-60.288110139866085
215,1.6280016321229998e+18,-1.063243594635197,2.340224241299089,-59.83931857139004,-50.924499964339454,-65.00483595171124,-86.0,-61.97252667057757,-69.24595133227496
216,1.628001632456333e+18,-1.0553238349867125,2.3357513042048863,-67.0,-58.47128104620114,-59.55489532554687,,-68.0,
217,1.6280016327896666e+18,-1.0553238349867125,2.3357513042048863,-57.86810635193201,-50.84075706384448,-56.55489532554688,-55.40925889977258,-62.0,-61.950425031064185
218,1.6280016331229998e+18,-1.0470119360035368,2.3500110742390263,-65.0,-51.88587392869641,-61.37137961520602,-57.471560361632534,-62.34469243169115,-63.03707201955285
219,1.628001633456333e+18,-0.9193978247963538,2.3580313385726273,-57.62601873582267,-46.840757063844485,-55.24595133227496,,,
220,1.6280016337896666e+18,-0.9193978247963538,2.3580313385726273,-78.0,-51.67834375675554,-55.220202460114145,-60.52724374661271,-63.0,-59.457905423059316
221,1.6280016341229998e+18,-0.7630934615635213,2.3890678178815588,-55.19400172263411,-55.015783719869454,-51.886692569720914,-61.55489532554688,-65.47128104620114,-57.5028333109472
222,1.628001634456333e+18,-0.7038199646339712,2.421476583143221,-55.706707355140956,-51.245951332274956,-59.67834375675554,-58.726791359316934,,
223,1.6280016347896666e+18,-0.7038199646339712,2.421476583143221,-70.88587392869641,-52.357154974897554,-55.67834375675553,-59.02467948506366,-62.86459584399115,-58.22020246011414
224,1.6280016351229998e+18,-0.6547871118428298,2.440269136543781,-74.0,-47.0,-60.88587392869641,-56.924295089030494,-64.0,-54.79967809070927
225,1.628001635456333e+18,-0.6303265652373453,2.4565256271679754,-64.38161710346992,-47.68427091407204,-59.55489532554687,,,
226,1.6280016357896666e+18,-0.6303265652373453,2.4565256271679754,-64.11505791726935,-44.0,-62.245951332274956,-68.0,-62.93562145413897,-56.87509073555943
227,1.6280016361229998e+18,-0.6362598978457886,2.552800254209691,-63.25988149974948,-46.67834375675554,-62.47128104620114,-55.50484138099486,-66.0,-55.814937278989404
228,1.628001636456333e+18,-0.6757045853053848,2.7020350253946512,-60.0,-46.596373105057566,-60.47128104620114,,-65.03707201955285,
229,1.6280016367896666e+18,-0.6757045853053848,2.7020350253946512,-64.0,-48.37137961520601,-62.55489532554687,-53.78293766150712,-67.0,-58.875090735559425
230,1.6280016371229998e+18,-0.7311057384767273,2.8543780300921293,-55.0,-48.37137961520601,-56.0,-59.13086415464499,-66.36194447912908,-63.0
231,1.628001637456333e+18,-0.764451907614361,2.8983623020243505,-63.54768137255898,-50.220202460114145,-60.0,,-67.0,
232,1.6280016377896666e+18,-0.764451907614361,2.8983623020243505,-61.98528966022042,-46.596373105057566,-55.55489532554688,-64.0,-66.0,-56.68645256942395
233,1.6280016381229998e+18,-0.764451907614361,2.8983623020243505,-58.0,-47.67834375675554,-56.74457620067879,-56.38834888915399,-82.0,-55.875090735559425
234,1.628001638456333e+18,-0.80770688999508,3.1141963047043864,-53.0,-54.245951332274956,-57.220202460114145,,-75.22020246011414,
235,1.6280016387896666e+18,-0.80770688999508,3.1141963047043864,-58.46490104539005,-49.37137961520602,-54.55489532554687,-61.47128104620114,-70.0,-58.788767534719504
236,1.6280016391229998e+18,-0.8307747793073904,3.244033595339514,-64.37137961520602,-56.816989475978865,-54.81698947597886,-59.33603132281314,-70.0,-63.816989475978865
237,1.628001639456333e+18,-0.8502588641062909,3.337882051214533,-58.03707201955285,-50.495330536387506,,,-71.59637310505757,
238,1.6280016397896666e+18,-0.8502588641062909,3.337882051214533,-58.79791593749726,-52.03707201955286,-57.43342527966078,-59.0,-72.0758200953206,-61.98528966022042
239,1.6280016401229998e+18,-0.8586575826271977,3.3636288812997486,-63.0,-49.37137961520602,-57.47128104620114,-56.840757063844485,-68.94136369863598,-62.67834375675554
240,1.628001640456333e+18,-0.8586575826271977,3.3636288812997486,-57.840757063844485,-50.37137961520601,-58.495330536387506,,-69.0,
241,1.6280016407896666e+18,-0.867841908353736,3.4350232639198883,-59.49800363783733,-49.220202460114145,-59.88587392869641,-60.3392397209018,-78.0,-62.886602635925485
242,1.6280016411229998e+18,-0.8812214838384367,3.5540639644203345,-64.8193686566678,-50.816989475978865,-60.03707201955286,-64.8193686566678,-66.0,-64.55489532554688
243,1.628001641456333e+18,-0.8812214838384367,3.5540639644203345,-66.0,-49.37137961520602,-66.67834375675554,,-69.37137961520602,
244,1.6280016417896666e+18,-0.8965213199452005,3.677036701209214,-64.65712408046483,-50.03707201955286,-59.245951332274956,-61.886688520888065,-72.78975051398773,-62.105138151806244
245,1.6280016421229998e+18,-0.9167057751929849,3.8178257827674367,-62.0,-49.474479923085404,-63.47128104620114,-66.0,-75.0,-65.81698947597887
246,1.628001642456333e+18,-0.9167057751929849,3.8178257827674367,-59.0,-51.22020246011415,-63.47128104620114,,-69.0,
247,1.6280016427896666e+18,-0.9226829607551089,3.8586438585484397,-65.29449483978335,-50.220202460114145,-65.33712442345036,-64.06567668179372,-75.82125018788047,-67.31823377329938
248,1.6280016431229998e+18,-0.9296582362013857,3.8968436502798345,-78.0,-49.37137961520602,-58.37137961520601,-64.24595133227496,-71.97593900912253,-58.59637310505755
249,1.628001643456333e+18,-0.9296582362013857,3.8968436502798345,-75.93479615388941,-51.55489532554688,-61.245951332274956,,,
250,1.6280016437896666e+18,-0.9265167170431444,3.892922544219434,-69.0,-50.495330536387506,-66.88587392869641,-72.0,-75.81936865666779,-64.36820738509768
251,1.6280016441229998e+18,-0.9181602220067134,3.888058371696951,-69.92410897563724,-51.037072019552866,-62.47128104620114,-67.97252667057757,-74.73644122877971,-67.0
252,1.628001644456333e+18,-0.9181602220067134,3.888058371696951,-70.0,-49.37137961520602,-70.47128104620114,,,
253,1.6280016447896666e+18,-0.8371761259387985,3.9117546046343286,-73.46490104539005,-55.67834375675553,-69.88587392869641,-62.87714014732245,-78.0,-68.24595133227496
254,1.6280016451229998e+18,-0.7070725962775715,3.9332275294106984,-69.48304604390742,-50.495330536387506,-66.0,-62.8413663687386,-69.176671466322,-59.946954188186616
255,1.628001645456333e+18,-0.7070725962775715,3.9332275294106984,-65.0,-54.0,-60.67834375675553,,,
256,1.6280016457896666e+18,-0.6531708603767675,3.929912451900769,-68.0,-57.60478741182422,-69.47128104620114,-73.0,-71.17667146632202,-60.0
