1624529921.885606,forward,0.15
1624529924.224747,stop,0.15
1624529931.1448,left,0.15
1624529931.80375,stop,0.15
1624529937.629553,forward,0.15
1624529939.004748,stop,0.15
1624529945.573468,left,0.15
1624529945.756412,stop,0.15
1624529949.869217,forward,0.15
1624529950.455639,stop,0.15
1624529955.558876,left,0.15
1624529955.840433,stop,0.15
1624529960.008276,forward,0.15
1624529961.295864,stop,0.15
1624529966.086529,left,0.15
1624529966.182571,stop,0.15
1624529969.875023,forward,0.15
1624529972.518752,stop,0.15
1624529978.215315,forward,0.15
1624529979.294698,stop,0.15
1624529983.761848,left,0.15
1624529983.897931,stop,0.15
1624529989.553541,forward,0.15
1624529992.487438,stop,0.15
1624529997.704805,left,0.15
1624529997.985009,stop,0.15
1624530002.567475,forward,0.15
1624530005.880381,stop,0.15
1624530011.377095,forward,0.15
1624530013.936151,stop,0.15
1624530019.540163,right,0.15
1624530019.859362,stop,0.15
1624530024.259977,forward,0.15
1624530028.164155,stop,0.15
1624530032.979439,left,0.15
1624530033.611412,stop,0.15
1624530038.306942,forward,0.15
1624530040.918774,stop,0.15
1624530045.062359,left,0.15
1624530045.283049,stop,0.15
1624530048.449214,forward,0.15
1624530051.933844,stop,0.15
1624530059.0622,left,0.15
1624530059.245473,stop,0.15
1624530060.801277,forward,0.15
1624530063.613193,stop,0.15
1624530068.498031,forward,0.15
1624530071.505343,stop,0.15
1624530077.298886,forward,0.15
1624530080.034091,stop,0.15
1624530085.213705,reverse,0.15
1624530087.398106,stop,0.15
1624530091.621684,reverse,0.15
1624530093.812256,stop,0.15
1624530097.173381,reverse,0.15
1624530099.616267,stop,0.15
1624530107.141029,reverse,0.15
1624530108.6523,stop,0.15
1624530111.655322,left,0.15
1624530112.429661,stop,0.15
1624530116.051835,forward,0.15
1624530120.039568,stop,0.15
1624530124.471477,left,0.15
1624530124.720312,stop,0.15
1624530127.127742,forward,0.15
1624530130.638771,stop,0.15
1624530134.135915,forward,0.15
1624530138.68393,stop,0.15
1624530143.675919,right,0.15
1624530143.88379,stop,0.15
1624530145.283991,forward,0.15
1624530148.179484,stop,0.15
1624530152.195045,right,0.15
1624530152.435816,stop,0.15
1624530155.450774,forward,0.15
1624530158.006298,stop,0.15
1624530160.287286,right,0.15
1624530160.615019,stop,0.15
1624530164.014286,forward,0.15
1624530165.934037,stop,0.15
1624530168.870789,right,0.15
1624530169.173805,stop,0.15
1624530171.992034,forward,0.15
1624530173.519037,stop,0.15
1624530175.613735,right,0.15
1624530175.810681,stop,0.15
1624530177.546499,forward,0.15
1624530180.998345,stop,0.15
1624530183.986588,forward,0.15
1624530187.04978,stop,0.15
1624530189.850492,reverse,0.15
1624530193.105371,stop,0.15
1624530195.434554,reverse,0.15
1624530198.469664,stop,0.15
1624530201.382228,reverse,0.15
1624530204.021748,stop,0.15
1624530206.135255,right,0.15
1624530207.029864,stop,0.15
1624530212.429797,right,0.15
1624530212.94254,stop,0.15
1624530217.22159,forward,0.15
1624530219.620625,stop,0.15
1624530224.033468,forward,0.15
1624530226.706505,stop,0.15
1624530233.005195,right,0.15
1624530233.173991,stop,0.15
1624530237.425113,forward,0.15
1624530240.080494,stop,0.15
1624530243.932401,forward,0.15
1624530247.072035,stop,0.15
1624530251.308381,forward,0.15
1624530254.579995,stop,0.15
1624530258.95141,forward,0.15
1624530261.259422,stop,0.15
1624530264.187818,right,0.15
1624530264.611601,stop,0.15
1624530269.879155,right,0.15
1624530270.215038,stop,0.15
1624530273.967884,forward,0.15
1624530276.519259,stop,0.15
1624530278.991358,right,0.15
1624530279.232909,stop,0.15
1624530284.231873,forward,0.15
1624530287.688116,stop,0.15
1624530291.690561,forward,0.15
1624530293.635621,stop,0.15
1624530296.907914,right,0.15
1624530298.09879,stop,0.15
1624530301.450924,forward,0.15
1624530303.853398,stop,0.15
1624530308.355453,forward,0.15
1624530310.937479,stop,0.15
1624530314.653607,forward,0.15
1624530317.453788,stop,0.15
1624530320.823954,forward,0.15
1624530322.581708,stop,0.15
1624530325.670263,right,0.15
1624530325.981243,stop,0.15
1624530329.813622,left,0.15
1624530330.57509,stop,0.15
1624530334.18975,forward,0.15
1624530336.461232,stop,0.15
1624530339.605893,right,0.15
1624530340.073539,stop,0.15
1624530341.305651,forward,0.15
1624530342.724594,stop,0.15
1624530346.876521,right,0.15
1624530347.037834,stop,0.15
1624530348.245611,forward,0.15
1624530349.748752,stop,0.15
1624530352.431937,right,0.15
1624530352.601524,stop,0.15
1624530353.772248,forward,0.15
1624530356.652863,stop,0.15
1624530361.288798,forward,0.15
1624530364.015628,stop,0.15
1624530367.568016,right,0.15
1624530373.217744,right,0.15
1624530373.375752,stop,0.15
1624530377.999013,forward,0.15
1624530380.083267,stop,0.15
