,ts,x,heading,y,rssi_3,rssi_4,rssi_5,rssi_8,rssi_10,rssi_11
1577,1.627997980227e+18,-4.475020090162549,-35.90454420376891,3.017778488042116,-47.744576200678786,-58.0,-58.37137961520601,-51.0,-68.47128104620114,-57.840757063844485
1578,1.6279979805603333e+18,-4.513000033627609,-35.91256782122639,3.166726838470552,-43.79791593749726,,-55.495330536387506,-49.58431909085297,-64.67834375675554,-58.744576200678786
1579,1.6279979808936668e+18,-4.5561110130347195,-35.928720612335056,3.329457130287263,-53.88587392869641,-62.64069627031545,-62.495330536387506,-46.0,-63.59637310505755,-68.81698947597886
1580,1.627997981227e+18,-4.5561110130347195,-35.928720612335056,3.329457130287263,-46.02598628774257,-62.0,-56.20829940948912,-45.0,-66.8748213123477,-62.88587392869641
1581,1.6279979815603333e+18,-4.59677888729439,-35.94476949798772,3.484056443188759,-49.245951332274956,-59.900299841735375,-57.245951332274956,-45.68427091407203,-65.63336204372919,-59.050225861934386
1582,1.6279979818936668e+18,-4.59677888729439,-35.94476949798772,3.484056443188759,-49.59637310505756,-63.0,-56.47128104620114,-44.633362043729186,-66.0,-57.67834375675554
1583,1.627997982227e+18,-4.6282355330361264,-35.95923766626814,3.6236705384071413,-50.03707201955286,-59.308438357056815,-57.875090735559425,-47.0,-67.81698947597886,-66.47128104620114
1584,1.6279979825603333e+18,-4.643573006858018,-35.946621230836996,3.639098460419144,-46.67834375675554,-66.0,,-47.47128104620114,-63.46490104539005,-66.55489532554688
1585,1.6279979828936668e+18,-4.643573006858018,-35.946621230836996,3.639098460419144,-44.67834375675554,-58.657124080464826,-55.03707201955286,-46.156321331074764,-67.0,-65.81698947597887
1586,1.627997983227e+18,-4.649631574555125,-36.30782924127924,3.5873494165238937,-60.24595133227496,-63.0,-52.59973024251694,-50.0,-66.24595133227496,-63.30843835705682
1587,1.6279979835603333e+18,-4.649715091514456,-36.664110797154365,3.5487839342189345,-49.84770062446684,-59.52724374661272,-64.59637310505757,-51.26859135615157,-67.81698947597886,-62.22645033799738
1588,1.6279979838936668e+18,-4.628683259463884,-37.10775458640461,3.5373717300995975,-48.22020246011414,-60.60945974074023,-54.797915937497265,-47.55489532554687,-67.308212678803,-63.47128104620114
1589,1.627997984227e+18,-4.628683259463884,-37.10775458640461,3.5373717300995975,-52.94200867351528,-59.08210209107896,-52.744576200678786,-58.99658802831297,-64.90946980524957,-63.816989475978865
1590,1.6279979845603333e+18,-4.460046898599253,-37.227929028641825,3.5826668366712267,-57.0,-63.0,-53.03707201955285,-47.81698947597886,-63.0,-64.0
1591,1.6279979848936668e+18,-4.460046898599253,-37.227929028641825,3.5826668366712267,-54.88587392869641,-64.0,-65.55489532554688,-50.88587392869641,-63.816989475978865,-64.81698947597886
1592,1.627997985227e+18,-4.275663822229553,-37.346511104383495,3.5923404038971665,-50.88587392869641,-65.0,-55.0,-50.94136369863598,-67.0,-65.24595133227496
1593,1.6279979855603333e+18,-4.0868504240617725,-37.412559175691364,3.6057184718936175,,-61.32386600005731,-52.90255770152024,-50.6427989476056,-67.24595133227496,-69.95596681443936
1594,1.6279979858936668e+18,-4.0868504240617725,-37.412559175691364,3.6057184718936175,-58.24595133227496,-59.12339991261589,-64.47128104620114,-49.0,-64.36194447912908,-68.59637310505755
1595,1.627997986227e+18,-3.9155613664151865,-37.42343400571134,3.633428594926318,-51.816989475978865,-63.94136369863598,-57.81698947597886,-54.0,-64.22020246011415,-63.88587392869641
