1627999332.882763,right,0.15
1627999333.342683,stop,0.15
1627999334.811365,right,0.15
1627999335.291307,stop,0.15
1627999336.762766,right,0.15
1627999337.491372,stop,0.15
1627999338.651204,right,0.15
1627999339.02031,stop,0.15
1627999340.331069,forward,0.15
1627999342.491236,stop,0.15
1627999345.281142,right,0.15
1627999345.587548,stop,0.15
1627999347.419004,forward,0.15
1627999353.6429,stop,0.15
1627999355.409633,left,0.15
1627999355.977565,stop,0.15
1627999357.002502,left,0.15
1627999357.426478,stop,0.15
1627999358.91022,forward,0.15
1627999365.433521,stop,0.15
1627999366.469874,right,0.15
1627999366.701987,stop,0.15
1627999367.646699,right,0.15
1627999367.879524,stop,0.15
1627999369.557825,forward,0.15
1627999376.005599,stop,0.15
1627999376.789908,forward,0.15
1627999377.309567,stop,0.15
1627999378.278441,left,0.15
1627999378.549285,stop,0.15
1627999380.545694,forward,0.15
1627999382.818143,stop,0.15
1627999382.978616,forward,0.15
1627999383.112878,stop,0.15
1627999384.449361,forward,0.15
1627999384.833209,stop,0.15
1627999385.801035,left,0.15
1627999386.341087,stop,0.15
1627999392.034283,forward,0.15
1627999392.296857,stop,0.15
1627999392.808926,left,0.15
1627999393.097287,stop,0.15
1627999393.569076,left,0.15
1627999393.689237,stop,0.15
1627999398.075994,stop,0.15
1627999399.419105,stop,0.15
1627999402.497876,stop,0.15
1627999404.01233,left,0.15
1627999404.120674,stop,0.15
1627999405.544871,forward,0.15
1627999406.505726,stop,0.15
1627999408.063824,forward,0.15
1627999408.571341,stop,0.15
1627999409.921816,forward,0.15
1627999410.192849,stop,0.15
1627999412.68887,left,0.15
1627999412.863865,stop,0.15
1627999416.628635,forward,0.15
1627999417.196175,stop,0.15
1627999417.411853,left,0.15
1627999417.595713,stop,0.15
1627999418.556511,forward,0.15
1627999420.223916,stop,0.15
1627999420.848497,right,0.15
1627999420.903493,stop,0.15
1627999421.343524,right,0.15
1627999421.43152,stop,0.15
1627999421.794297,forward,0.15
1627999423.591855,stop,0.15
1627999424.97941,forward,0.15
1627999425.727468,stop,0.15
1627999426.523143,forward,0.15
1627999426.594589,stop,0.15
1627999426.995387,right,0.15
1627999427.115597,stop,0.15
1627999427.395617,right,0.15
1627999427.528803,stop,0.15
1627999427.963777,forward,0.15
1627999428.443835,stop,0.15
1627999429.178878,forward,0.15
1627999429.394807,stop,0.15
